TITLE,Zip Code,HIRE DATE
STUDENT INTERN - CITY CLERK,60653,1/16/2018
STUDENT INTERN - CITY CLERK,60614,6/11/2018
STUDENT INTERN - CITY CLERK,60628,6/12/2018
STUDENT INTERN - CITY CLERK,60652,6/1/2018
STUDENT INTERN - CITY CLERK,60652,12/3/2018
STUDENT INTERN - CITY CLERK,60656,6/8/2018
STUDENT INTERN - MAYOR'S FELLOWS,60634,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60622,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60647,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60608,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60616,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60640,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60605,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60601,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60654,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60614,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60613,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60614,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60660,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60601,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60610,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60626,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60607,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60611,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60660,6/11/2018
STUDENT INTERN - MAYOR'S FELLOWS,60601,6/11/2018
STUDENT INTERN,60656,8/21/2019
STUDENT INTERN,60639,12/9/2019
STUDENT INTERN,60660,6/6/2019
STUDENT INTERN,60633,6/24/2019
STUDENT INTERN,60647,8/19/2019
STUDENT INTERN,60655,7/1/2019
STUDENT INTERN,60657,7/9/2019
STUDENT INTERN,60621,4/26/2019
STUDENT INTERN,60626,7/3/2019
STUDENT INTERN,60638,7/9/2019
STUDENT INTERN,60614,7/1/2019
STUDENT INTERN,60657,12/9/2019
STUDENT INTERN,60612,8/23/2019
STUDENT INTERN,60613,8/23/2019
STUDENT INTERN,60660,8/23/2019
STUDENT INTERN,60608,2/21/2019
STUDENT INTERN,60640,6/14/2019
STUDENT INTERN,60630,8/23/2019
STUDENT INTERN,60629,5/17/2019
STUDENT INTERN,60640,7/9/2019
STUDENT INTERN,60609,8/23/2019
STUDENT INTERN,60643,8/12/2019
STUDENT INTERN,60655,6/26/2019
STUDENT INTERN,60647,6/25/2019
STUDENT INTERN,60605,2/20/2019
STUDENT INTERN,53703,6/6/2019
STUDENT INTERN,60626,5/17/2019
STUDENT INTERN,60640,12/9/2019
STUDENT INTERN,43551,6/6/2019
STUDENT INTERN - ALDERMANIC,60632,6/11/2019
STUDENT INTERN - ALDERMANIC,60618,6/3/2019
STUDENT INTERN - ALDERMANIC,60643,6/3/2019
STUDENT INTERN - ALDERMANIC,60649,6/3/2019
STUDENT INTERN - ALDERMANIC,60617,6/3/2019
STUDENT INTERN - ALDERMANIC,60628,6/3/2019
STUDENT INTERN - ALDERMANIC,60707,6/3/2019
STUDENT INTERN - ALDERMANIC,60617,6/3/2019
STUDENT INTERN - ALDERMANIC,60613,6/3/2019
STUDENT INTERN - ALDERMANIC,60632,6/3/2019
STUDENT INTERN - ALDERMANIC,60634,6/3/2019
STUDENT INTERN - ALDERMANIC,60623,6/3/2019
STUDENT INTERN - ALDERMANIC,60626,6/3/2019
STUDENT INTERN - ALDERMANIC,60623,6/17/2019
STUDENT INTERN - ALDERMANIC,60628,6/3/2019
STUDENT INTERN - ALDERMANIC,60609,6/3/2019
STUDENT INTERN - ALDERMANIC,60660,6/12/2019
STUDENT INTERN - ALDERMANIC,60649,6/12/2019
STUDENT INTERN - ALDERMANIC,60625,6/3/2019
STUDENT INTERN - ALDERMANIC,60618,6/3/2019
STUDENT INTERN - ALDERMANIC,60618,6/10/2019
STUDENT INTERN - ALDERMANIC,60629,6/3/2019
STUDENT INTERN - ALDERMANIC,60638,6/12/2019
STUDENT INTERN - ALDERMANIC,60643,5/15/2019
STUDENT INTERN - ALDERMANIC,60643,6/1/2019
STUDENT INTERN - ALDERMANIC,60612,6/3/2019
STUDENT INTERN - ALDERMANIC,60653,6/3/2019
STUDENT INTERN - ALDERMANIC,60634,6/3/2019
STUDENT INTERN - ALDERMANIC,60624,6/3/2019
STUDENT INTERN - ALDERMANIC,60614,6/3/2019
STUDENT INTERN - ALDERMANIC,60634,6/3/2019
STUDENT INTERN - ALDERMANIC,60660,6/3/2019
STUDENT INTERN - ALDERMANIC,60608,6/3/2019
STUDENT INTERN - ALDERMANIC,60619,7/2/2019
STUDENT INTERN - ALDERMANIC,60620,6/24/2019
STUDENT INTERN - ALDERMANIC,60629,6/3/2019
STUDENT INTERN - ALDERMANIC,60620,6/17/2019
STUDENT INTERN - ALDERMANIC,60631,6/3/2019
STUDENT INTERN - ALDERMANIC,91423,6/3/2019
STUDENT INTERN - ALDERMANIC,60628,6/3/2019
STUDENT INTERN - ALDERMANIC,60625,6/3/2019
STUDENT INTERN - ALDERMANIC,60642,6/17/2019
STUDENT INTERN - ALDERMANIC,60625,6/3/2019
STUDENT INTERN - ALDERMANIC,60641,6/10/2019
STUDENT INTERN - ALDERMANIC,60628,6/3/2019
STUDENT INTERN - CITY CLERK,60641,6/3/2019
STUDENT INTERN - CITY CLERK,60617,6/3/2019
STUDENT INTERN - CITY CLERK,60617,6/17/2019
STUDENT INTERN - CITY CLERK,60633,7/1/2019
STUDENT INTERN - CITY CLERK,60653,6/3/2019
STUDENT INTERN - CITY CLERK,60611,6/17/2019
STUDENT INTERN - CITY CLERK,60615,7/1/2019
STUDENT INTERN - CITY CLERK,60629,6/17/2019
STUDENT INTERN - CITY CLERK,60632,6/17/2019
STUDENT INTERN - CITY CLERK,60609,7/1/2019
STUDENT INTERN - CITY CLERK,60618,6/3/2019
STUDENT INTERN - CITY CLERK,60647,7/1/2019
STUDENT INTERN - CITY CLERK,60614,6/17/2019
STUDENT INTERN - CITY CLERK,60609,7/1/2019
STUDENT INTERN - CITY CLERK,60637,6/17/2019
STUDENT INTERN - CITY CLERK,60622,6/3/2019
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60626,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60614,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60623,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60647,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60622,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60614,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60661,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60660,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60605,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60605,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60661,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60647,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60618,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60601,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60622,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60622,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60601,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/10/2019
STUDENT INTERN - MAYOR'S FELLOWS,60610,6/10/2019
STUDENT INTERN - MAYOR'S OFFICE,60616,11/18/2019
STUDENT INTERN - MAYOR'S OFFICE,60613,5/16/2019
STUDENT INTERN,60633,1/9/2020
STUDENT INTERN,60615,5/26/2020
STUDENT INTERN - ALDERMANIC,60659,6/1/2020
STUDENT INTERN - ALDERMANIC,60632,6/15/2020
STUDENT INTERN - ALDERMANIC,60626,6/8/2020
STUDENT INTERN - ALDERMANIC,60618,6/1/2020
STUDENT INTERN - ALDERMANIC,60634,6/1/2020
STUDENT INTERN - ALDERMANIC,60614,6/2/2020
STUDENT INTERN - ALDERMANIC,60653,6/1/2020
STUDENT INTERN - ALDERMANIC,60608,6/15/2020
STUDENT INTERN - ALDERMANIC,60632,6/1/2020
STUDENT INTERN - ALDERMANIC,60624,6/1/2020
STUDENT INTERN - ALDERMANIC,60623,6/8/2020
STUDENT INTERN - ALDERMANIC,60628,6/1/2020
STUDENT INTERN - ALDERMANIC,60643,6/8/2020
STUDENT INTERN - ALDERMANIC,60623,6/10/2020
STUDENT INTERN - ALDERMANIC,60631,6/8/2020
STUDENT INTERN - ALDERMANIC,60615,6/8/2020
STUDENT INTERN - ALDERMANIC,60614,6/15/2020
STUDENT INTERN - ALDERMANIC,60626,6/15/2020
STUDENT INTERN - ALDERMANIC,60652,6/1/2020
STUDENT INTERN - ALDERMANIC,60617,6/15/2020
STUDENT INTERN - ALDERMANIC,60640,6/1/2020
STUDENT INTERN - ALDERMANIC,60618,6/15/2020
STUDENT INTERN - ALDERMANIC,60640,6/15/2020
STUDENT INTERN - ALDERMANIC,60646,6/8/2020
STUDENT INTERN - ALDERMANIC,60643,6/8/2020
STUDENT INTERN - ALDERMANIC,60630,6/1/2020
STUDENT INTERN - ALDERMANIC,60624,6/4/2020
STUDENT INTERN - ALDERMANIC,60628,6/1/2020
STUDENT INTERN - ALDERMANIC,60641,6/4/2020
STUDENT INTERN - ALDERMANIC,60629,6/22/2020
STUDENT INTERN - ALDERMANIC,60608,6/22/2020
STUDENT INTERN - ALDERMANIC,60619,6/8/2020
STUDENT INTERN - ALDERMANIC,60606,6/15/2020
STUDENT INTERN - CITY CLERK,60613,6/22/2020
STUDENT INTERN - CITY CLERK,60618,6/22/2020
STUDENT INTERN - CITY CLERK,60626,3/16/2020
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60622,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60611,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60622,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/29/2020
STUDENT INTERN - MAYOR'S FELLOWS,60655,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60632,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60657,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60653,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60608,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60630,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60625,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60654,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60660,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60613,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60637,6/15/2020
STUDENT INTERN - MAYOR'S FELLOWS,60615,6/15/2020
